Unnamed: 0,image_path,condition,name,program,program_description,human_description
10,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-80.png,train,3 short line s in a row,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),three short lines in a row,"['medium horizontal line', 'medium horizontal line in the middle', 'medium horizontal line']"
11,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-63.png,train,6 sided snowflake with a small semicircle as arms,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 6) $0)))) $0)),six sided snowflake with a small semicircle as arms,"['three tinys shapes in an overlapped spiral', 'small sun with six arms', 'a snowflake with six curvy arms', 'six cc spiraling from middle']"
12,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-150.png,train,a small 7 gon connected by a medium line to a small triangle,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 7) $0))) (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)))),a small heptagon connected by a medium line to a small triangle,"['medium heptagon connected to small triangle', 'heptagon medium on the left side top of a medium line and a small triangle on the top right side of the line', 'medium heptagon connected by line to small triangle']"
13,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-84.png,train,5 short line s in a row,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),five short lines in a row,"['a medium vertical line', 'a straihjt line', 'longer straight line']"
14,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-131.png,train,4 medium semicircle s in a row,(lambda (logo_forLoop 4 (lambda (lambda (logo_GETSET (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),four medium semicircles in a row,"['four semi circles', 'four half circles', 'four semi circles arranged horizontally']"
15,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-69.png,train,a 9 pointed star,(lambda (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 4) (logo_SUBA (logo_DIVA logo_UA 2) (logo_DIVA (logo_DIVA logo_UA 2) 9)) $0))) $0)),a nine pointed star,"['nine sided pointy star with a circle in the middle', 'star']"
16,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-192.png,train,4 concentric square s_copy_1,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL $4) (logo_DIVA logo_UA 4) $0))) $0)) $0))) $0)),four concentric squares,"['four nested squares', 'five nested box', 'four squares inside each other wifi symbol']"
17,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-46.png,train,3 small triangle s in a row,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),three small triangles in a row,"['three small touching triangles', 'three little triangles side by side', 'three triangle in a row', 'three small triangles in a row']"
18,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-175.png,train,a small 7 gon connected by a medium line to a small semicircle,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 7) $0))) (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0)))),a small heptagon connected by a medium line to a small semicircle,"['asa', 'heptagon with a candy cane connected to the base of it']"
19,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-198.png,train,3 sided snowflake with a small 7 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 7) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a small heptagon as arms,"['three sided snowflake that is made up of three heptagons', 'three heptagons attached', 'three octagon']"
20,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-114.png,train,8 sided snowflake with a small triangle as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),eight sided snowflake with a small triangle as arms,"['a small eight sided snowflake with lines connecting for arms', 'octagon fiolled with nine balck sied', 'shaded black pinwheel']"
21,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-27.png,train,7 sided snowflake with a short line and a small 8 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a short line and a small octagon as arms,"['a snowflake with octagon with a small space and a circle with heptagons as arms', 'seven flake with med octagon arms overlapping', 'seven small lined snowflake pattern connecting to eight sided polygon', 'flower made up of seven arms of octagons']"
22,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-140.png,train,8 sided snowflake with a short space and a short line and a short space and a small 5 gon as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),eight sided snowflake with a short space and a short line and a short space and a small pentagon as arms,"['eight medium lines arranged in a circle inside of eight pentagons', 'eight medium pentagons with spaces between each and eight small lines in a circle inside with spaces between each', 'eight sided snowflake with floating line and pentagon arms']"
23,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-73.png,train,a small square connected by a big line to a small 9 gon,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)))),a small square connected by a big line to a small nonagon,"['a small square connected by a medium line to a medium nonagon', 'one small square connected by medium line to medium nonagon', 'a small square on the left attached by a straight line to a larger nonagon on the right', 'a square is connected to a six on its side']"
24,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-18.png,train,a big semicircle,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 5) logo_epsA $0))) $0)),a big semicircle,"['semicircle', 'a semi circle', 'half circle']"
25,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-94.png,train,3 sided snowflake with a medium space and a small 6 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 6 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 6) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a medium space and a small hexagon as arms,"['three sided snowflake with a space and hexagon for arms', 'three pentagons', 'three non connected six g1']"
26,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-12.png,train,a small 9 gon,(lambda (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)),a small nonagon,"['nine sided polygon', 'octagon', 'nine sided polygoncircle in the middle']"
27,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-121.png,train,2 concentric circle s_copy_1,(lambda (logo_forLoop 3 (lambda (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) $0)))) $0)),two concentric circles,"['circle within circle', 'small circle in larger circle', 'a small circle with a medium circle overlapped']"
28,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-79.png,train,3 sided snowflake with a medium line and a small 9 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a medium line and a small nonagon as arms,"['three nine shaped objects connected by three lines making a y shape', 'three wheel']"
29,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-7.png,train,a medium 6 gon,(lambda (logo_forLoop 6 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 6) $0))) $0)),a medium hexagon,"['six sided gon', 'large hexagon', 'medium to large six sided polygon', 'hexagon']"
30,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-182.png,train,7 sided snowflake with a short space and a short line and a short space and a small triangle as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a short space and a short line and a short space and a small triangle as arms,"['a seven sided snowflake with seven triangles and lines', 'seven point snowflake made of lines and triangles', 'seven lines in the middle shooting out and triangles going counter clockwise']"
31,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-165.png,train,a medium triangle connected by a big line to a small square,(lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 3) $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0)))),a medium triangle connected by a big line to a small square,"['line art', 'a triangle and a square connected to each other via a line at the base']"
32,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-56.png,train,a small 9 gon connected by a big line to a small 8 gon,(lambda (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) $0)))),a small nonagon connected by a big line to a small octagon,"['octagon l underline small octagon r', 'a nonagon connected to an octagon by a line', 'nine shape with eight shape', 'a nonagon connected by a long line to an octagon']"
33,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-188.png,train,a small circle connected by a medium line to a small 8 gon,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) $0))))),a small circle connected by a medium line to a small octagon,"['small circle connected to octagon via a line', 'a circle attached to a octagon by a line', 'octacgon with tail']"
34,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-37.png,train,6 small 5 gon s in a row,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),six small pentagons in a row,"['six four sided gon in a row with a long line at the bottom', 'six pentagons in a row overlapping', 'six overlapped pentagons going left to right', 'six pentagons overlapping each other']"
35,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-104.png,train,a short line next to a small 6 gon,(lambda (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 6 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 6) $0))) $0)))),a short line next to a small hexagon,"['a small dash and a medium hexagon', 'shoirt loine with a five sided medium gon', 'line on left and hexagon on the right']"
36,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-33.png,train,a 4 stepped staircase_copy_2,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_ZL (logo_DIVA logo_UA 2) $0))))) $0)),a four stepped staircase,"['small zigzag of four steps', 'four stepped staircase', 'a four step staircase', 'four stairs']"
37,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-100.png,train,a small 9 gon next to a medium square,(lambda (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 4) $0))) $0)))),a small nonagon next to a medium square,"['a large nonagon next to a medium square', 'one medium octagon with one flat side up against the left top side of a medium square', 'nonagon touching a square']"
38,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-58.png,train,3 sided snowflake with a short space and a short line and a short space and a medium semicircle as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a short space and a short line and a short space and a medium semicircle as arms,"['three sided snowflake with arms that are lines with a semi circle at the end', 'three candy cane shapes with spaces in them', 'boomerang']"
39,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-186.png,train,3 sided snowflake with a small triangle and a small 5 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a small triangle and a small pentagon as arms,"['three spaced pentagons each connected to small triangles', 'three pentagons and triangles as spokes of a wheel', 'three different objects', 'three medium pentagon shapes with three small triangles attached to each one']"
40,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-161.png,train,a small semicircle connected by a big line to a medium circle,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0))))),a small semicircle connected by a big line to a medium circle,"['broken paperclip', 'short paperclip', 'a medium circle connected by a line to a small semi circle']"
41,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-52.png,train,a medium triangle separated by a big space from a small 9 gon,(lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 3) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 5) logo_ZA $0)) (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)))),a medium triangle separated by a big space from a small nonagon,"['a small triangle close to a bigger nine sided polygon', 'triangle and hexagon spaced', 'small triangle on the left and circle on the right spaced out']"
42,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-39.png,train,7 sided snowflake with a small semicircle and a short line as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a small semicircle and a short line as arms,"['seven clouds on top of each other going in a circle making a star shape', 'ring flower']"
43,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-16.png,train,a medium semicircle,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)),a medium semicircle,"['right half circle', 'a small right half of a semicircle', 'an half circle', 'half a circle']"
44,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-125.png,train,3 sided snowflake with a medium line and a small 6 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 6 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 6) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a medium line and a small hexagon as arms,"['sa', 'three hexagons each with a line extending off of them and connecting at the center']"
45,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-3.png,train,a medium square,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 4) $0))) $0)),a medium square,"['a medium square', 'one medium square', 'a square', 'a medium square']"
46,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-144.png,train,3 sided snowflake with a medium space and a medium triangle as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 3) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a medium space and a medium triangle as arms,"['a three sided snowflake with a large space and triangles for arms', 'three med traingles', 'three traingles']"
47,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-77.png,train,a medium semicircle next to a small 9 gon,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)))),a medium semicircle next to a small nonagon,"['a nine sided gon and a semicircle', 'nonagon next to small semicircle', 'medium to large nine sided polygon on left and small semi circle on the left facing the left not touching', 'medium nonagon next to small semicircle']"
48,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-90.png,train,a medium 5 gon separated by a big space from a short line,(lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 5) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 5) logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0)))),a medium pentagon separated by a big space from a short line,"['large pentagon with a small line to the right', 'on large five g1 point up and big space then small line on the right', 'big pentagon far from short low line']"
