trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
17,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial17.png,4,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {The outer shape has 5 sides (pentagon) and the central shape has 6 sides (hexagon), while the small shapes have 4 sides (rhombus). In all other images, the central shape has the same number of sides as the outer shape or is a circle, and the small shapes are either rhombuses (4 sides) or pentagons (5 sides). The mismatch in the number of sides between the outer and central shapes is unique to image 3.}",3,1599,0,101
18,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial18.png,6,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[6] {The small shapes around the central pentagon are hexagons in image 6, while in all other images they are circles.}",6,1599,0,28
19,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial19.png,6,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[6] {The other five images have an outer shape with a double outline. Image 6 has a single outline for its outer shape.},6,1599,0,29
20,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial20.png,2,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {All other images contain hexagons (either as the outer shape or inner shapes), while image 2 contains pentagons and a square as inner shapes.}",2,1599,0,33
21,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial21.png,4,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[4] {Image 4 is the outlier because the central shape (diamond) and the surrounding shapes (hexagons) do not match the outer border shape (hexagon). In all other images, the central shape matches the outer border shape if the surrounding shapes are different, or the surrounding shapes match the outer border shape if the central shape is different.}",4,1599,0,71
22,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial22.png,4,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[4] {This is the only image where the central shape is a pentagon; in all other images, the central shape is a square/diamond.}",4,1599,0,32
23,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial23.png,2,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {The outer shape of the figure is a rhombus, while all other figures have an outer shape of a hexagon (1, 5, 6) or a rhombus (3, 4) with 6 circles inside. However, image 2 has 4 circles and a pentagon in the center. In images 1, 3, 5, there are squares/diamonds as smaller shapes, while in images 2, 4, 6, there are circles as smaller shapes. The most consistent visual feature that differentiates image 2 from all others is the central shape; it is a pentagon, whereas all other images (1, 3, 4, 5, 6) have a circle in the center.}",2,1599,0,155
24,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial24.png,5,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {In image 3, the small shapes around the center are squares, while in all other images, the small shapes are either pentagons (1, 2, 5) or the central shape is a pentagon and the small shapes are squares (4, 6), or all shapes are pentagons (1, 2).}",3,1599,0,72
25,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial25.png,2,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {All other images (1, 3, 4, 5, 6) feature a square or pentagon shape in the center, and a set of shapes (hexagons or pentagons) arranged around it, all enclosed within a large square or double-square outline. Image 2, however, features a pentagon in the center and shapes around it, but it lacks the double-line outer border that is present in images 1, 3, and 4, and the inner square border of images 5 and 6. Images 1, 3, 4 also have a double-line outer border, while image 2 has a single-line outer border, making it an outlier.}",2,1599,0,151
26,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial26.png,6,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[6] {It is the only image where the shape in the center (a pentagon) is different from the shape of the outer border (a circle). In all other images, these two shapes are the same.}",6,1599,0,45
27,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial27.png,3,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[5] {All other images contain either 4, 5, 6, or 7 pentagons, whereas image 5 contains 3 pentagons and 1 circle.}",5,1599,0,38
28,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial28.png,2,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {In all other images, the small surrounding shapes are hexagons. In image 2, the small surrounding shapes are pentagons.}",2,1599,0,29
29,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial29.png,5,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {It is the only image where the central shape is a square and there are more than 4 small circles surrounding it. All other images with a central square (1, 6) have 4 small circles, and all other images with more than 4 small circles (4) have a central circle.}",3,1599,0,66
30,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial30.png,1,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[1] {All other images have six smaller shapes arranged around the central square, whereas image 1 has only four.}",1,1599,0,25
31,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial31.png,5,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[5] {It is the only image where the inner shapes are hexagons. In all other images, the inner shapes are diamonds.}",5,1599,0,27
32,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial32.png,2,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {Images 1, 3, 4, 5, and 6 contain polygons within a larger polygon, where the smaller polygons have the same number of sides as the outermost polygon or the innermost polygon. Image 2, however, has small hexagons and an innermost pentagon, while the outer shape is a pentagon. This is the only image where the small polygons and the innermost polygon have different numbers of sides.}",2,1599,0,89
33,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial33.png,3,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {It is the only image where the central shape is a pentagon, matching the outer shape, and the four surrounding shapes are also pentagons. In all other images, the central shape is either a circle or the outer shape is a hexagon, and the surrounding shapes are circles or pentagons, but not a consistent match of the outer, central, and surrounding shapes in the same way as image 3.}",3,1599,0,86
34,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial34.png,5,outer_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[5] {It is the only image with a pentagonal outer shape; all other images have a hexagonal outer shape.},5,1599,0,25
35,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial35.png,5,outer_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[5] {All other images have a circular outer border, whereas image 5 has a hexagonal outer border.}",5,1599,0,23
36,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial36.png,2,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[4] {The central polygon in image 4 has 6 sides (a hexagon), while the surrounding polygons (pentagons) each have 5 sides. In all other images, the central polygon and the surrounding polygons share the same number of sides. Specifically, in images 1, 5, and 3, both the central and surrounding polygons are hexagons/pentagons. In images 2 and 6, the central polygon is a pentagon, and the surrounding polygons are diamonds/squares, which can be seen as quadrilaterals, thus still aligning in terms of the number of sides (5 sides vs 4 sides in the surrounding shapes).}",4,1599,0,135
37,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial37.png,4,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[4] {The central shape is a circle, while in all other images the central shape is a diamond.}",4,1599,0,23
38,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial38.png,1,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","The outlier is [5] because {it is the only image that contains both pentagons and diamonds. Images 1, 5, and 6 contain diamonds, while images 2, 3, and 4 contain pentagons. Image 5 uniquely contains six diamond shapes, while the other images contain four or six shapes of a single type.}",5,1599,0,72
39,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial39.png,3,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[3] {All other images contain four smaller shapes arranged around a central square. Image 3 contains six smaller shapes.},3,1599,0,25
40,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial40.png,6,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[6] {The central shape in image 6 is a circle, while in all other images the central shape is a pentagon.}",6,1599,0,28
41,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial41.png,3,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[4] {It is the only image where the shape of the outer border matches the shape of the inner border. In all other images, the outer border is either a circle and the inner border is a polygon, or the outer border is a hexagon and the inner border is a pentagon.}",4,1599,0,60
42,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial42.png,3,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {All other images contain only circles within their main shape (either a larger circle or a pentagon), while image 3 contains diamonds within a pentagon.}",3,1599,0,35
43,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial43.png,3,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","The outlier is:

[3] {Image 3 is the only one where the outer boundary consists of a single line. All other images have a double-line boundary.}",3,1599,0,36
44,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial44.png,3,outer_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[3] {It is the only image where the outermost shape is a circle. All other images have a hexagon as the outermost shape.},3,1599,0,28
45,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial45.png,3,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[3] {All other images contain at least one diamond shape. Image 3 is the only one that does not contain a diamond shape.},3,1599,0,29
46,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial46.png,1,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[6] {The other five images all have either the large outer shape or the large central shape (or both) outlined with a double line. Image 6 is the only one where all shapes have a single line outline.},6,1599,0,46
47,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial47.png,2,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {All other images have a central shape that is a square or diamond, while image 2 has a central hexagon.}",2,1599,0,27
48,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial48.png,3,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {All other images have a single outer border, while image 3 has a double outer border.}",3,1599,0,23
49,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial49.png,1,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[5] {It is the only image where all the inner shapes are hexagons.},5,1599,0,17
50,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial50.png,2,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {Image 2 is the outlier because it has 6 circles, while all other images have 4 circles.}",2,1599,0,26
51,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial51.png,3,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[3] {It is the only image that has a double border around the outer shape.},3,1599,0,19
52,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial52.png,3,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {All other images have a central circle, whereas image 3 has a central square.}",3,1599,0,21
53,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial53.png,3,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[3] {All other images have a central shape and four smaller shapes around it. Image 3 has a central shape and six smaller shapes around it.},3,1599,0,32
54,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial54.png,6,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[6] {Images 1-5 all feature circles in the outer positions; image 6 features hexagons in the outer positions.},6,1599,0,27
55,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial55.png,4,outer_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[4] {It is the only image where the outer shape is a circle instead of a hexagon.},4,1599,0,21
56,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial56.png,5,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {Images 1, 3, 4, 5, and 6 show a central shape where the number of sides of the innermost shape is different from the number of sides of the outermost shape. Image 2, however, shows a central shape (square) that has the same number of sides as the outermost shape (a square oriented as a diamond).}",2,1599,0,77
57,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial57.png,3,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {In images 1, 2, 4, 5, and 6, the four smaller shapes surrounding the central shape are hexagons. In image 3, these four smaller shapes are circles.}",3,1599,0,45
58,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial58.png,5,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[5] {It is the only image where the small shapes along the perimeter are hexagons, while the large central shape is a hexagon. In all other images, either the small shapes are pentagons and the large central shape is a pentagon, or the small shapes are pentagons and the large central shape is a hexagon, or the small shapes are hexagons and the large central shape is a pentagon. Thus, image 5 is the only one where both the small perimeter shapes and the central large shape are both hexagons.}",5,1599,0,106
59,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial59.png,6,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[6] {All other images contain a square within a square, while image 6 contains a circle within a square.}",6,1599,0,25
60,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial60.png,5,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[5] {Image 5 is the only one where the central shape is a pentagon. In all other images, the central shape is a square/diamond. Also, it is the only image where the surrounding shapes are diamonds and the outer shape is a square.}",5,1599,0,55
61,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial61.png,3,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[4] {This is the only image that has a mix of shapes for the small elements and the central element. All other images maintain consistency: either all small shapes match the central shape or all small shapes are different from the central shape, but consistent among themselves.}",4,1599,0,54
62,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial62.png,1,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[1] {It is the only image where the central shape (a circle) is different from the outer shapes (diamonds). In all other images, the central shape is a hexagon, and the outer shapes are either hexagons or diamonds.}",1,1599,0,48
63,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial63.png,4,nested_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[4] {The outer shape is a hexagon, but the inner central shape is a pentagon. In all other images, the inner central shape matches the outer shape (either both hexagons or both pentagons).}",4,1599,0,43
64,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial64.png,1,outer_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[1] {All other images have a hexagonal outer boundary, while image 1 has a circular outer boundary.}",1,1599,0,23
65,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial65.png,1,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[1] {All other images have two concentric outer shapes, whereas image 1 only has one.}",1,1599,0,21
66,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial66.png,3,outer_ring_variant,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[3] {It is the only image with a double-lined outer shape.},3,1599,0,17
67,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial67.png,2,nested_shape_scale,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[2] {All other images have a central shape that is either a pentagon or a square/diamond. Image 2 is the only one where the central shape is not present; instead, there are five smaller pentagons arranged in a circle, with the fifth one in the center, not a larger central shape.}",2,1599,0,65
68,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial68.png,1,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[1] {All other images have a central shape that is different from the surrounding shapes, or all shapes are the same (outer and inner). In image 1, the inner central shape (hexagon) is the same as the surrounding shapes (diamonds), which is not true for any other image. Additionally, images 2, 4, and 6 have a central diamond and surrounding hexagons, while images 3 and 5 have a central hexagon and surrounding diamonds. Image 1 has a central hexagon and surrounding diamonds.}",1,1599,0,107
69,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial69.png,6,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant",[6] {All other images show 4 smaller shapes surrounding a central shape. Image 6 shows 6 smaller shapes surrounding a central shape.},6,1599,0,30
70,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial70.png,4,inner_shape_type,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","The outlier is [4] {because it is the only image where the small shapes around the central shape are hexagons. In all other images, the small shapes are circles.}",4,1599,0,35
71,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial71.png,3,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[3] {All other images have a double outline for the outer shape, while image 3 only has a single outline.}",3,1599,0,26
72,balanced_data/var_balanced/nuts_and_bolts/dim3/var4/summaries/summary=trial72.png,6,inner_n_shapes,4,3,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant","[6] {It is the only image that contains more than 5 shapes (1 hexagon, 1 inner hexagon, and 6 small hexagons). All other images contain exactly 5 shapes (1 hexagon, 1 central shape, and 3-4 smaller shapes).}",6,1599,0,56
