trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
17,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial17.png,5,module1_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color",[5] {Image 5 is the only one where one of the shapes (the triangle) is colored red. All other images have all shapes colored green.},5,1599,0,33
18,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial18.png,3,module3_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[3] {Image 3 is the only one that does not contain a triangle. Images 1, 2, 4, 5, and 6 all have a triangle as the top shape.}",3,1599,0,43
19,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial19.png,6,module3_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[6] {It is the only image where all three shapes are triangles. In all other images, the topmost shape is a circle.}",6,1599,0,28
20,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial20.png,3,module1_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[3] {It is the only image where the bottom shape is green, while in all other images the bottom shape is red.}",3,1599,0,27
21,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial21.png,6,module3_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[6] {The other five images all contain an inverted triangle at the top, whereas image 6 does not.}",6,1599,0,24
22,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial22.png,1,module3_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[1] {All shapes in image 1 are triangles or a circle, while images 4, 5, and 6 contain a square. Images 2 and 3 also only contain triangles and a circle, but they are all blue. Image 1 is the only image where the circle is a different color from the other shapes.}",1,1599,0,70
23,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial23.png,1,module1_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[1] {All other images (2, 3, 4, 5, 6) feature a circle at the bottom, while image 1 features a triangle at the bottom.}",1,1599,0,40
24,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial24.png,3,module3_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[3] {It is the only image where the top shape is red. In all other images, the top shape is blue.}",3,1599,0,27
25,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial25.png,4,module2_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[4] {The other five images all show a shape composition where the top-most shape is a circle and the bottom-most shape is a downward-pointing triangle. Image 4, however, shows a circle at the top and a downward-pointing triangle at the bottom, but the middle shape is also a downward-pointing triangle, not a circle as in images 1 and 5, or two triangles sandwiching a circle as in images 2, 3 and 6.}",4,1599,0,100
26,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial26.png,4,module1_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[4] {In all other images, the bottom rectangle is blue. In image 4, the bottom rectangle is green.}",4,1599,0,26
27,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial27.png,1,module1_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color",[1] {It is the only image where the bottom shape is a triangle. All other images have a square as the bottom shape.},1,1599,0,28
28,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial28.png,3,module3_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[3] {It is the only image where all shapes are not circles and triangles. It contains two triangles and one circle, while all other images contain two circles and one triangle. It is also the only image where two of the shapes are of the same type (triangles).}",3,1599,0,57
29,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial29.png,6,module1_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[6] {In images 1-5, there are three distinct colors used for the shapes (red, green, blue). In image 6, only two distinct colors are used (green, blue).}",6,1599,0,43
30,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial30.png,4,module3_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[4] {It is the only image where the top shape is a square. In all other images, the top shape is a circle.}",4,1599,0,29
31,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial31.png,3,module1_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[3] {Image 3 is the only one where all three shapes are drawn with the same color (blue). In all other images, there is at least one shape drawn in green.}",3,1599,0,39
32,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial32.png,2,module2_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[2] {Image 2 is the outlier because all its shapes are outlined in green. In all other images, there is at least one blue-outlined shape.}",2,1599,0,34
33,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial33.png,1,module2_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[1] {All other images show three shapes where the bottom shape is either a green circle or a green square, and the upper shapes are red circles. Image 1, however, shows a green square at the bottom, a red triangle in the middle, and a red circle at the top. This unique combination of shapes makes it the outlier.}",1,1599,0,71
34,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial34.png,4,module1_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[4] {The bottom shape in image 4 is a blue triangle, whereas in all other images, the bottom shape is a blue circle.}",4,1599,0,30
35,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial35.png,6,module1_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color",[6] {It is the only image that contains two square shapes. All other images contain two circles and one square.},6,1599,0,25
36,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial36.png,3,module2_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[3] {In image 3, the middle shape is green, while in all other images where the top and bottom shapes are different colors, the middle shape is red.}",3,1599,0,36
37,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial37.png,4,module2_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color",[4] {This image is the only one that contains more than one color for the shapes. The other five images use only blue for the shapes.},4,1599,0,31
38,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial38.png,3,module3_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[4] {The image has two red triangles and one green circle, while the other images have either two red shapes and one green shape, or one red shape and two green shapes.}",4,1599,0,38
39,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial39.png,5,module1_shape,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color",[5] {All other images show three triangles; image 5 shows two triangles and one square.},5,1599,0,21
40,balanced_data/var_balanced/totems/dim3/var1/summaries/summary=trial40.png,3,module3_color,1,3,"module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color","[3] {It is the only image where the topmost shape is outlined in red. In all other images, the topmost shape is outlined in green.}",3,1599,0,31
