trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
10,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial10.png,2,emb1_color,0,1,"emb1_type,emb1_color","[2] {The curved line connecting the two vertical lines is blue, whereas in all other images, it is green.}",2,1599,0,25
11,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial11.png,5,emb1_type,0,1,"emb1_type,emb1_color","[5] {Image 5 is the outlier because the red element is composed of two distinct ovals, whereas in all other images, the red element is a single continuous curved line.}",5,1599,0,38
12,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial12.png,1,emb1_type,0,1,"emb1_type,emb1_color","[1] {All other images show two small blue circles at the bottom of the black vertical lines, while image 1 shows a continuous wavy blue line connecting the bottoms of the black vertical lines.}",1,1599,0,40
13,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial13.png,6,emb1_type,0,1,"emb1_type,emb1_color","[6] {All other images show a green line that is wavy, while image 6 shows a straight green line.}",6,1599,0,25
14,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial14.png,3,emb1_color,0,1,"emb1_type,emb1_color","[3] {The two small circles at the bottom are blue, whereas in all other images they are green.}",3,1599,0,23
15,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial15.png,2,emb1_type,0,1,"emb1_type,emb1_color",[2] {All images except for [2] show two vertical black lines connected at the bottom by a continuous red wavy line. Image [2] shows two vertical black lines connected at the bottom by two separate red circles.},2,1599,0,46
16,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial16.png,3,emb1_color,0,1,"emb1_type,emb1_color","[3] {The circles at the bottom of the image are red in image 3, while they are green in all other images.}",3,1599,0,28
17,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial17.png,1,emb1_color,0,1,"emb1_type,emb1_color","[1] {The horizontal line in image 1 is green, while the horizontal lines in all other images are red.}",1,1599,0,25
18,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial18.png,1,emb1_color,0,1,"emb1_type,emb1_color","[1] {All other images show green ovals at the bottom, while image 1 shows blue ovals.}",1,1599,0,24
19,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial19.png,3,emb1_color,0,1,"emb1_type,emb1_color","[3] {The horizontal line in image 3 is blue, while in all other images it is red.}",3,1599,0,23
20,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial20.png,1,emb1_color,0,1,"emb1_type,emb1_color","[1] {All other images have two small red ovals at the bottom, whereas image 1 has two small blue ovals.}",1,1599,0,28
21,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial21.png,5,emb1_color,0,1,"emb1_type,emb1_color","[5] {All other images show two vertical black lines with two red circles at their base, while image 5 has blue circles instead of red ones.}",5,1599,0,32
22,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial22.png,4,emb1_color,0,1,"emb1_type,emb1_color","[4] {The small circles at the bottom of the two vertical lines are red, while in all other images they are green.}",4,1599,0,27
23,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial23.png,5,emb1_type,0,1,"emb1_type,emb1_color","[5] {The blue line in image 5 is curved, while in all other images, the blue line is straight.}",5,1599,0,26
24,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial24.png,6,emb1_type,0,1,"emb1_type,emb1_color","[6] {All images except 6 contain two green circles, while image 6 contains a green curved line.}",6,1599,0,24
25,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial25.png,5,emb1_color,0,1,"emb1_type,emb1_color","[5] {Image 5 is the outlier because the curved line at the bottom is blue, while in all other images, the curved line is red.}",5,1599,0,32
26,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial26.png,6,emb1_type,0,1,"emb1_type,emb1_color","[6] {The red line is straight, while in the other five images, the red line is curved.}",6,1599,0,23
27,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial27.png,1,emb1_type,0,1,"emb1_type,emb1_color","[1] {The blue line in image 1 is curved, while in all other images (2, 3, 4, 5, 6), the blue line is straight.}",1,1599,0,40
28,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial28.png,3,emb1_type,0,1,"emb1_type,emb1_color","[3] {All other images have two red ovals at the bottom, while image 3 has a red horizontal line at the bottom.}",3,1599,0,29
29,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial29.png,2,emb1_type,0,1,"emb1_type,emb1_color","[2] {All other images show a curved blue line at the bottom, while image 2 shows a straight blue line.}",2,1599,0,26
30,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial30.png,4,emb1_color,0,1,"emb1_type,emb1_color","[4] {It is the only image where the two small circles at the bottom are red; in all other images, they are green.}",4,1599,0,29
31,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial31.png,4,emb1_color,0,1,"emb1_type,emb1_color","[4] {All other images show two vertical black lines with two green ovals at their base, while image 4 has blue ovals at the base of the black lines.}",4,1599,0,37
32,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial32.png,2,emb1_type,0,1,"emb1_type,emb1_color","[2] {The other five images have a horizontal blue line connecting the bottoms of the two black vertical lines, forming a U-shape. Image 2 has two small blue ovals instead of a connecting line.}",2,1599,0,44
33,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial33.png,3,emb1_type,0,1,"emb1_type,emb1_color","[3] {All other images show two vertical black lines connected at the bottom by a horizontal blue line. Image 3 shows two vertical black lines with two separate small blue circles at their bases, rather than a single connecting line.}",3,1599,0,47
34,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial34.png,6,emb1_color,0,1,"emb1_type,emb1_color","[6] {Image 6 is the outlier because the wavy line at the bottom is green, whereas in all other images, the wavy line is red.}",6,1599,0,32
35,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial35.png,6,emb1_color,0,1,"emb1_type,emb1_color","[6] {The horizontal line in image 6 is green, while in all other images it is blue.}",6,1599,0,23
36,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial36.png,5,emb1_color,0,1,"emb1_type,emb1_color","[5] {It is the only image where the horizontal line is red; in all other images, the horizontal line is green.}",5,1599,0,27
37,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial37.png,5,emb1_type,0,1,"emb1_type,emb1_color","[5] {All other images show a curved green line, while image 5 shows a straight green line.}",5,1599,0,23
38,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial38.png,2,emb1_type,0,1,"emb1_type,emb1_color","[2] {The green line in image 2 is curved, while in all other images, the green line is straight.}",2,1599,0,26
39,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial39.png,4,emb1_color,0,1,"emb1_type,emb1_color","[4] {The horizontal line is green, while in all other images it is blue.}",4,1599,0,19
40,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial40.png,6,emb1_type,0,1,"emb1_type,emb1_color","[6] {The red line in images 1-5 is a single continuous curved line, while in image 6, it is composed of two separate red circles.}",6,1599,0,35
41,balanced_data/var_balanced/glyphs/dim1/var0/summaries/summary=trial41.png,6,emb1_color,0,1,"emb1_type,emb1_color","[6] {The small circles at the bottom of the two vertical lines are red in image 6, while they are blue in all other images.}",6,1599,0,31
